,Mark,Model,CarModel,CarYear,EngineCapacity(l),HorsePower,CarFuel,CarTransmission,CarDrive,CarOdo(KM),carPrice,carPriceMin,highPrice,goodPrice,defltPrice,removed,minPrice
4084,Nissan,Note,,2019,1.2,79,гибрид,АКПП,передний,88,950000,,0,0,1,0,0
4085,Honda,Freed Spike,G,2013,1.5,118,бензин,вариатор,передний,136,830000,,0,1,0,0,0
4086,Honda,Freed Spike,G just selection,2010,1.5,118,бензин,вариатор,передний,114,820000,,0,0,1,0,0
4087,Nissan,X-Trail,20Xt 4WD,2011,2.0,137,бензин,вариатор,4WD,147,695000,,0,0,0,0,0
4088,Mitsubishi,Mirage,G,2012,1.0,69,бензин,вариатор,передний,170,470000,,0,0,1,0,0
4089,Honda,Fit Shuttle,Fine Line,2013,1.3,88,гибрид,вариатор,передний,134,820000,,0,0,1,0,0
4090,Toyota,Mark II,Grande,1999,2.0,160,бензин,АКПП,задний,150,200000,,0,0,0,1,0
4091,Mazda,Premacy,,2002,1.8,135,бензин,АКПП,передний,360,360000,,0,0,1,0,0
4092,Nissan,X-Trail,,2015,2.0,147,гибрид,вариатор,4WD,145,1320000,,0,1,0,0,0
4093,Toyota,Land Cruiser Prado,TX L package 4WD,2011,2.7,163,бензин,АКПП,4WD,113,2500000,,0,0,1,0,0
4094,Toyota,Mark II,Tourer S,2000,2.5,200,бензин,АКПП,задний,400,265999,,0,0,0,0,0
4095,Toyota,Land Cruiser Prado,TX 5 seat 4WD,2010,2.7,163,бензин,АКПП,4WD,141,2280000,,0,0,1,0,0
4096,Toyota,C-HR,S-T,2019,1.2,116,бензин,вариатор,передний,46,1500000,,0,0,0,0,0
4097,Nissan,X-Trail,,2014,2.0,147,бензин,вариатор,4WD,134,1290000,,0,0,1,0,0
4098,Toyota,RAV4,,2011,2.0,148,бензин,вариатор,4WD,136,1200000,,0,0,1,0,0
4099,Ford,Escape,AT 4WD XLT,2010,2.5,171,бензин,АКПП,4WD,205,930000,,0,0,0,0,0
4100,Toyota,Voxy,ZS,2010,2.0,158,бензин,вариатор,передний,150,550000,,0,0,0,0,0
4101,Лада,2101,MT 21011,1980,1.3,64,бензин,механика,задний,84,85000,,1,0,0,0,0
4102,Лада,Приора,,2011,1.6,98,бензин,механика,передний,180,250000,,0,0,0,0,0
4103,Honda,Jade,Hybrid X,2015,1.5,131,гибрид,робот,передний,130,1170000,,0,0,1,0,0
4104,Honda,Freed Spike,G,2011,1.5,118,бензин,вариатор,передний,63,750000,,0,1,0,0,0
4105,Kia,Pride,,2009,1.4,95,бензин,автомат,передний,111,505000,,0,0,0,0,0
4106,Toyota,Vitz,,2008,1.3,87,бензин,вариатор,передний,180,390000,,0,1,0,0,0
4107,Lexus,RX350,AT Premium+,2010,3.5,277,бензин,АКПП,4WD,150,1825000,,0,0,1,0,0
4108,Toyota,Prius,S 10th anniversary edition,2008,1.5,76,гибрид,вариатор,передний,57,820000,,0,0,1,0,0
4109,Kia,Rio X (X-Line),AT Prestige,2019,1.6,123,бензин,АКПП,передний,30,1500000,,0,0,1,0,0
4110,Mitsubishi,Mirage Dingo,,1999,1.5,105,бензин,АКПП,передний,225,210000,,0,0,1,0,0
4111,Suzuki,Grand Vitara XL-7,4WD AT Comfort+,2003,2.7,184,бензин,АКПП,4WD,134,650000,,0,0,1,0,0
4112,Nissan,Note,,2015,1.2,79,бензин,вариатор,4WD,140,575000,,0,0,0,1,0
4113,Toyota,Carina,Si,1996,1.8,115,бензин,АКПП,передний,369,270000,,0,0,1,0,0
4114,Nissan,AD,,2001,1.8,120,бензин,АКПП,4WD,190,210000,,0,0,1,0,0
4115,Toyota,Prius Alpha,S Touring selection 5 seater,2012,1.8,99,гибрид,вариатор,передний,165,1100000,,0,0,1,0,0
4116,Toyota,Premio,X EX package,2007,1.8,136,бензин,вариатор,передний,182,740000,,0,0,1,0,0
4117,Toyota,Corolla Fielder,G WxB,2018,1.5,109,бензин,вариатор,передний,19,1360000,,0,0,1,0,0
4118,Toyota,Camry,T ZX,1992,2.0,91,дизель,АКПП,передний,404,90000,,0,0,0,0,0
4119,Honda,Fit,,2002,1.5,110,бензин,вариатор,передний,264,230000,,0,0,0,0,0
4120,Nissan,Note,,2017,1.2,79,гибрид,АКПП,передний,68,800000,,0,1,0,0,0
4121,Toyota,Harrier,,2017,2.0,151,бензин,вариатор,передний,61,2250000,,0,0,1,0,0
4122,Toyota,Porte,150i HID selection 4WD,2010,1.5,105,бензин,АКПП,4WD,62,640000,,0,0,1,0,0
4123,Mazda,Demio,,2008,1.3,91,бензин,АКПП,передний,288,380000,,0,0,1,0,0
4124,Toyota,Land Cruiser Prado,TX package I diesel turbo 8 seat 4WD,1999,3.0,145,дизель,АКПП,4WD,350,950000,,0,0,1,0,0
4125,Nissan,Avenir,,1997,2.0,76,дизель,АКПП,передний,200,99000,,0,1,0,0,0
4126,Toyota,Crown,,1996,2.4,97,дизель,АКПП,задний,260,230000,,0,0,0,0,0
4127,Toyota,Nadia,,2000,2.0,135,бензин,АКПП,4WD,164,320000,,0,0,0,0,0
4128,Mitsubishi,Lancer Cedia,,2001,1.5,100,бензин,вариатор,передний,300,200000,,0,0,0,0,0
4129,Dodge,Caliber,,2006,2.0,160,бензин,вариатор,передний,150,450000,,0,0,1,0,0
4130,Honda,Fit,Hybrid S Package,2014,1.5,110,гибрид,робот,передний,144,780000,,0,0,1,0,0
4131,Honda,Shuttle,Hybrid X Style Edition,2015,1.5,110,гибрид,робот,передний,70,1090000,,0,0,1,0,0
4132,Toyota,Wish,S,2010,1.8,144,бензин,вариатор,передний,118,1130000,,0,0,1,0,0
4133,Toyota,Isis,Platana limited,2010,1.8,144,бензин,вариатор,передний,115,975000,,0,0,1,0,0
4134,Nissan,Note,S,2019,1.2,79,бензин,вариатор,передний,100,795000,,0,0,0,0,0
4135,Honda,Vezel,G,2016,1.5,131,бензин,вариатор,передний,154,1450000,,0,0,1,0,0
4136,Toyota,Wish,,2005,1.8,132,бензин,АКПП,передний,190,670000,,0,0,0,0,0
4137,Toyota,Corolla Axio,,2008,1.5,110,бензин,вариатор,передний,195,550000,,0,1,0,0,0
4138,SsangYong,Actyon Sports,Xdi AT Elegance P20A22,2011,2.0,141,дизель,АКПП,4WD,131,460000,,0,0,0,0,0
4139,Nissan,Tiida,15M,2009,1.5,109,бензин,вариатор,передний,246,580000,,0,0,1,0,0
4140,Honda,Insight,,2009,1.3,88,гибрид,вариатор,передний,102,700000,,0,0,1,0,0
4141,Toyota,Land Cruiser Prado,TX 7 seat 4WD,2016,2.7,163,бензин,АКПП,4WD,160,3300000,,0,0,1,0,0
4142,Toyota,Premio,X EX Package 4WD,2016,1.8,131,бензин,вариатор,4WD,109,1550000,,0,0,1,0,0
4143,Nissan,X-Trail,,2005,2.0,150,бензин,АКПП,4WD,210,685000,,0,0,1,0,0
4144,Toyota,Prius,,2011,1.8,99,гибрид,вариатор,передний,300,800000,,0,0,1,0,0
4145,Kia,Rio X (X-Line),AT Premium,2020,1.6,123,бензин,АКПП,передний,38,1650000,,0,0,1,0,0
4146,Honda,Vezel,Hybrid X L Package 4WD,2014,1.5,132,гибрид,робот,4WD,88,1230000,,0,1,0,0,0
4147,Toyota,Vitz,F Smile Edition,2013,1.0,69,бензин,вариатор,передний,142,590000,,0,0,1,0,0
4148,Лада,2107,MT4 2107,1990,1.5,71,бензин,механика,задний,40,45000,,0,0,0,0,0
4149,Mazda,Bongo Friendee,,1987,2.5,125,дизель,автомат,4WD,280,350000,,0,0,0,0,0
4150,Toyota,RAV4,CVT 4WD Life,2011,2.0,158,бензин,вариатор,4WD,136,1450000,,1,0,0,0,0
4151,Audi,TT,,2004,1.8,225,бензин,механика,4WD,75,800000,,0,0,0,0,0
4152,Nissan,AD,,1999,1.3,87,бензин,АКПП,передний,195,220000,,0,0,0,0,0
4153,Nissan,X-Trail,20X 5-seat 4WD,2017,2.0,147,бензин,вариатор,4WD,65,1900000,,0,0,1,0,0
4154,Mazda,Demio,,2003,1.3,91,бензин,АКПП,передний,125,320000,,1,0,0,0,0
4155,Subaru,Forester,X-Break 4WD,2013,2.0,148,бензин,вариатор,4WD,159,1480000,,0,0,1,0,0
4156,Toyota,Corolla Fielder,X G edition,2007,1.5,110,бензин,вариатор,передний,190,555000,,0,1,0,0,0
4157,Toyota,Sai,,2013,2.4,150,гибрид,вариатор,передний,138,1400000,,0,0,1,0,0
4158,Toyota,Allion,A15 G Package,2017,1.5,109,бензин,вариатор,передний,87,1350000,,0,0,1,0,0
4159,BMW,X5, AT xDrive,2005,3.0,231,бензин,АКПП,4WD,330,900000,,0,0,1,0,0
4160,Ford,Focus,MT Trend,2011,1.6,105,бензин,механика,передний,129,625000,,0,0,1,0,0
4161,Kia,Sportage,,2015,2.0,150,бензин,АКПП,4WD,136,1300000,,0,0,1,0,0
4162,Toyota,Corolla Fielder,X limited NAVI special 4WD,2003,1.5,105,бензин,АКПП,4WD,150,420000,,0,0,1,0,0
4163,Hyundai,Grand Santa Fe, AT 4WD Style,2016,2.2,200,дизель,АКПП,4WD,136,2000000,,0,0,0,0,0
4164,Mazda,Proceed Levante,T,1995,2.0,76,дизель,АКПП,4WD,20,400000,,0,0,0,0,0
4165,Nissan,AD,DX 4WD,2001,1.8,120,бензин,механика,4WD,200,160000,,0,1,0,0,0
4166,Mazda,Demio,,2007,1.3,91,бензин,АКПП,передний,202,440000,,0,0,1,0,0
4167,Nissan,Tiida Latio,,2008,1.5,109,бензин,АКПП,передний,170,533333,,0,0,1,0,0
4168,Nissan,X-Trail,Mode Premier 5-seat,2018,2.0,147,бензин,вариатор,передний,7,1800000,,0,1,0,0,0
4169,Toyota,Prius Alpha,G 5 seater,2012,1.8,99,гибрид,вариатор,передний,170,1150000,,0,0,1,0,0
4170,Toyota,RAV4,J V,1999,2.0,135,бензин,АКПП,4WD,250,500000,,0,0,1,0,0
4171,Toyota,Opa,A,2000,1.8,136,бензин,АКПП,передний,152,350000,,0,1,0,0,0
4172,Toyota,Wish,S,2009,1.8,144,бензин,вариатор,передний,165,950000,,0,0,1,0,0
4173,Nissan,Largo,,1992,2.4,145,бензин,автомат,4WD,300,250000,,0,0,0,0,0
4174,Toyota,Harrier,Premium,2016,2.0,151,бензин,вариатор,передний,96,1950000,,0,1,0,0,0
4175,Toyota,Corolla Fielder,X,2014,1.5,109,бензин,вариатор,передний,1,860000,,0,0,1,0,0
4176,Toyota,Land Cruiser,80 VX 4WD,1996,4.5,215,бензин,механика,4WD,215,350000,,0,0,0,0,0
4177,Nissan,X-Trail,,2013,2.0,150,дизель,АКПП,4WD,105,1200000,,0,0,0,1,0
4178,Infiniti,M35,AT Premium,2006,3.5,280,бензин,АКПП,4WD,198,850000,,1,0,0,0,0
4179,Toyota,Allion,A18 G package,2010,1.8,144,бензин,вариатор,передний,152,1000010,,0,0,1,0,0
4180,Toyota,Crown,Athlete,2004,2.5,215,бензин,АКПП,задний,150,999999,,0,0,1,0,0
4181,Toyota,Crown,RS Advance,2019,2.5,184,гибрид,вариатор,задний,98,2800000,,0,0,1,0,0
4182,Nissan,Note,X DIG-S Aero Style,2013,1.2,98,бензин,вариатор,передний,140,690000,,0,0,1,0,0
4183,Toyota,Prius,G,2001,1.5,72,гибрид,вариатор,передний,255,245000,,0,0,0,0,0
4184,Nissan,Note,Medalist,2013,1.2,98,бензин,вариатор,передний,110,620000,,0,1,0,0,0
4185,Renault,Kaptur,,2018,1.6,114,бензин,вариатор,передний,32,1130000,,0,0,0,0,0
4186,Toyota,Harrier,Turbo Progress Metal and Leather Package,2018,2.0,231,бензин,АКПП,передний,9,3300000,,0,0,0,0,0
4187,Mazda,CX-7,AT Touring,2011,2.5,163,бензин,АКПП,передний,132,1300000,,0,0,1,0,0
4188,Honda,Vezel,Hybrid Z,2014,1.5,132,гибрид,робот,передний,158,1300000,,0,0,1,0,0
4189,Toyota,Sprinter Carib,,1996,1.8,120,бензин,АКПП,4WD,200,170000,,0,0,0,0,0
4190,Lexus,LX570,AT Black Vision,2018,5.7,367,бензин,АКПП,4WD,52,10500000,,0,0,1,0,0
4191,Toyota,Ractis,G,2010,1.3,95,бензин,вариатор,передний,145,595000,,0,0,1,0,0
4192,Nissan,Tiida Latio,15S,2006,1.5,109,бензин,АКПП,передний,300,850000,,0,0,0,0,0
4193,Toyota,Duet,,1999,1.0,60,бензин,механика,передний,220,160000,,0,0,1,0,0
4194,Mazda,Familia,,1985,1.5,85,бензин,АКПП,передний,6,50000,,0,0,0,0,0
4195,Toyota,Noah,,2014,2.0,152,бензин,вариатор,4WD,140,1400000,,0,0,1,0,0
4196,Nissan,Safari,Granroad diesel turbo 4WD,1997,4.2,160,дизель,АКПП,4WD,300,1000000,,0,0,0,1,0
4197,Nissan,Almera Classic,AT SE,2006,1.6,107,бензин,АКПП,передний,306,470000,,1,0,0,0,0
4198,Toyota,Ipsum,,1998,2.0,140,бензин,автомат,передний,351,390000,,0,0,1,0,0
4199,Toyota,Alphard,240S Type Gold II 4WD,2013,2.4,170,бензин,вариатор,4WD,125,1870000,,0,1,0,0,0
4200,Toyota,Allion,,2011,1.5,110,бензин,вариатор,передний,134,945000,,0,0,1,0,0
4201,УАЗ,469,MT,1976,2.4,75,бензин,механика,4WD,1,140000,,0,0,0,0,0
4202,Toyota,Vitz,F CIEL,2012,1.3,95,бензин,вариатор,передний,108,650000,,0,0,0,0,0
4203,Toyota,Prius,E,2017,1.8,98,гибрид,вариатор,передний,131,1197000,,0,1,0,0,0
4204,Toyota,Mark X,250G,2013,2.5,203,бензин,АКПП,задний,118,1300000,,0,0,1,0,0
4205,Nissan,Teana,CVT Luxury,2014,2.5,173,бензин,вариатор,передний,28,300000,,0,0,0,0,0
4206,Toyota,Harrier,,2002,2.4,160,бензин,АКПП,передний,150,750000,,0,0,1,0,0
4207,Toyota,Prius,S 4WD,2020,1.8,98,гибрид,вариатор,4WD,20,1850000,,0,0,1,0,0
4208,Toyota,Premio,X,2010,1.8,144,бензин,вариатор,передний,216,800000,,0,0,1,0,0
4209,Toyota,Prius Alpha,,2013,1.8,99,гибрид,вариатор,передний,200,1100000,,0,0,1,0,0
4210,Nissan,DAYZ,,2016,0.7,49,бензин,вариатор,передний,47,480000,,0,1,0,0,0
4211,Mitsubishi,Pajero,,2000,3.5,220,бензин,АКПП,4WD,100,600000,,0,0,1,0,0
4212,Honda,Stepwgn,,2007,2.0,155,бензин,АКПП,передний,189,925000,,0,0,1,0,0
4213,Toyota,Prius Alpha,G 5 seater,2012,1.8,99,гибрид,вариатор,передний,225,850000,,0,1,0,0,0
4214,Toyota,Premio,,2008,1.5,110,бензин,вариатор,передний,153,810000,,0,0,1,0,0
4215,Nissan,Note,NISMO,2015,1.2,98,бензин,вариатор,передний,145,870000,,1,0,0,0,0
4216,Nissan,Note,e-POWER X Mode Premier,2018,1.2,79,гибрид,АКПП,передний,70,970000,,0,0,1,0,0
4217,BMW,X6,,2008,3.0,306,бензин,АКПП,4WD,160,1600000,,0,0,1,0,0
4218,Honda,CR-V,X 4WD,2007,2.4,170,бензин,АКПП,4WD,174,1050000,,0,0,1,0,0
4219,Toyota,Land Cruiser,,1993,2.8,96,дизель,механика,4WD,400,300000,,0,0,0,0,0
4220,Toyota,Corolla Fielder,,2014,1.5,109,бензин,вариатор,передний,100,820000,,0,1,0,0,0
4221,УАЗ,Патриот,,2013,3.4,175,бензин,автомат,4WD,185,890000,,0,0,0,0,0
4222,Nissan,Serena,Highway Star,2007,2.0,137,бензин,вариатор,передний,193,750000,,0,0,1,0,0
4223,Toyota,Isis,,2008,1.8,132,бензин,АКПП,передний,246,715000,,0,0,1,0,0
4224,Toyota,Chaser,Tourer S,1999,2.5,200,бензин,АКПП,задний,366,500000,,0,0,1,0,0
4225,Nissan,AD,GX VX pack,2004,1.5,106,бензин,АКПП,передний,190,310000,,0,0,0,0,0
4226,Subaru,Levorg,GT EyeSight 4WD,2014,1.6,170,бензин,вариатор,4WD,114,1380000,,0,0,1,0,0
4227,Toyota,Vellfire,X 4WD,2019,2.5,182,бензин,вариатор,4WD,118,2730000,,0,1,0,0,0
4228,Honda,CR-V,,1999,2.0,150,бензин,АКПП,4WD,270,460000,,0,0,1,0,0
4229,Toyota,Isis,Platana,2012,1.8,143,бензин,вариатор,передний,143,1020000,,0,0,1,0,0
4230,Toyota,Vista Ardeo,,2000,2.0,145,бензин,АКПП,передний,247,310000,,0,1,0,0,0
4231,Nissan,Note,,2017,1.2,79,гибрид,АКПП,передний,110,850000,,0,0,0,0,0
4232,Honda,Freed Spike,G aero,2011,1.5,118,бензин,вариатор,передний,125,845000,,0,0,1,0,0
4233,Toyota,Wish,X,2010,1.8,144,бензин,вариатор,передний,76,1050000,,0,0,1,0,0
4234,Toyota,Sprinter Carib,,1999,1.8,120,бензин,АКПП,4WD,200,270000,,0,0,1,0,0
4235,Toyota,Corolla,,1999,1.5,79,бензин,механика,передний,200,210000,,0,0,1,0,0
4236,Toyota,Hilux Surf,,1995,3.0,150,бензин,АКПП,4WD,280,480000,,0,0,0,0,0
4237,Nissan,AD,DX,2007,1.5,109,бензин,АКПП,передний,165,410000,,0,0,1,0,0
4238,Nissan,X-Trail,S,2000,2.0,150,бензин,АКПП,4WD,125,535000,,0,0,1,0,0
4239,Toyota,Allion,A15 G package,2008,1.5,110,бензин,вариатор,передний,170,755000,,0,0,1,0,0
4240,Toyota,RAV4,J X G package,2000,1.8,125,бензин,АКПП,передний,199,615000,,0,0,1,0,0
4241,Toyota,Prius Alpha,G Touring Selection 5 seater,2016,1.8,99,гибрид,вариатор,передний,157,1455555,,0,0,1,0,0
4242,Infiniti,FX35,AT AWD Premium,2009,3.5,307,бензин,АКПП,4WD,138,1200000,,0,1,0,0,0
4243,Nissan,Vanette,,2006,1.8,95,бензин,механика,4WD,200,555555,,0,0,0,0,0
4244,Toyota,Corolla Fielder,X 4WD,2007,1.5,105,бензин,вариатор,4WD,200,650000,,0,0,1,0,0
4245,Toyota,Isis,L,2007,1.8,132,бензин,АКПП,передний,223,630000,,0,1,0,0,0
4246,Nissan,Murano,CVT XE,2012,3.5,249,бензин,вариатор,4WD,150,1100000,,0,1,0,0,0
4247,Subaru,Forester, AT Active,2011,2.0,150,бензин,АКПП,4WD,156,1100000,,0,0,1,0,0
4248,Toyota,Land Cruiser Prado,T RZ,1999,3.0,140,дизель,АКПП,4WD,288,850000,,0,1,0,0,0
4249,Suzuki,Escudo,G limited,1999,2.0,140,бензин,АКПП,4WD,205,580000,,1,0,0,0,0
4250,Honda,Shuttle,Hybrid,2016,1.5,110,гибрид,робот,передний,94,1150000,,0,0,1,0,0
4251,Honda,Stepwgn,Spada Advanced Package Alpha 7 seater,2015,1.5,150,бензин,вариатор,передний,150,1500000,,0,0,1,0,0
4252,Toyota,Vitz,F D package,2001,1.3,88,бензин,механика,4WD,250,295000,,0,0,1,0,0
4253,Mitsubishi,Outlander,CVT 4WD Instyle,2012,2.0,146,бензин,вариатор,4WD,198,1385000,,0,0,1,0,0
4254,Toyota,Chaser,Avante G,1998,2.5,200,бензин,АКПП,задний,250,440000,,0,1,0,0,0
4255,Toyota,Allion,A15 G Plus Package,2016,1.5,109,бензин,вариатор,передний,105,1150000,,0,1,0,0,0
4256,Toyota,RAV4,,2008,2.0,152,бензин,АКПП,4WD,105,1030000,,0,0,1,0,0
4257,Toyota,Premio,,2017,1.5,109,бензин,вариатор,передний,45,1350000,,0,1,0,0,0
4258,Toyota,Ractis,G,2014,1.5,109,бензин,вариатор,передний,59,855000,,0,0,1,0,0
4259,Toyota,Probox,DX,2010,1.5,109,бензин,АКПП,передний,171,595000,,0,0,1,0,0
4260,Nissan,AD,DX,2007,1.2,90,бензин,АКПП,передний,130,410000,,0,0,1,0,0
4261,Toyota,Corolla,,1994,1.5,105,бензин,АКПП,передний,260,295000,,1,0,0,0,0
4262,Toyota,Harrier,240G,2009,2.4,160,бензин,АКПП,передний,158,1390000,,0,0,1,0,0
4263,Subaru,Levorg,STI Sport EyeSight 4WD,2017,1.6,170,бензин,вариатор,4WD,142,1515000,,0,0,1,0,0
4264,Kia,Sportage,AT 4WD Premium,2015,2.0,150,бензин,АКПП,4WD,84,1250000,,0,1,0,0,0
4265,Toyota,Vista,N180,2000,1.8,130,бензин,АКПП,передний,200,380000,,0,0,1,0,0
4266,Toyota,Noah,S,2007,2.0,143,бензин,вариатор,передний,123,890000,,0,0,1,0,0
4267,Toyota,Estima Emina,T X twin moon roof,1992,2.2,100,дизель,АКПП,задний,197,400000,,1,0,0,0,0
4268,Toyota,Mark II,,1995,2.0,135,бензин,автомат,задний,200,350000,,0,0,0,0,0
4269,Honda,Civic Ferio,ML,1995,1.5,105,бензин,АКПП,передний,210,60000,,0,0,0,0,0
4270,Honda,Vezel,Hybrid X,2015,1.5,132,гибрид,робот,передний,133,1315000,,0,0,1,0,0
4271,Honda,Freed+,Hybrid G Honda Sensing,2017,1.5,110,гибрид,робот,передний,96,1190000,,0,0,1,0,0
4272,Toyota,Noah,G 4WD (8 Seater),2018,2.0,152,бензин,вариатор,4WD,88,2120000,,0,0,1,0,0
4273,Nissan,Note,e-POWER NISMO S,2018,1.2,83,гибрид,АКПП,передний,52,1255000,,0,0,1,0,0
4274,Toyota,Corolla,DX,1993,1.3,97,бензин,АКПП,передний,300,185000,,1,0,0,0,0
4275,Toyota,Hilux Surf,T SSR-X,1993,2.4,97,дизель,АКПП,4WD,240,550000,,1,0,0,0,0
4276,Toyota,RAV4,G Z Package 4WD,2019,2.0,171,бензин,вариатор,4WD,47,2735000,,0,0,1,0,0
4277,Toyota,Passo,plus hana C package,2012,1.0,69,бензин,вариатор,передний,140,459999,,0,1,0,0,0
4278,Nissan,Cube,,2000,1.3,85,бензин,АКПП,передний,249,208999,,1,0,0,0,0
4279,Toyota,Vitz,,2001,1.0,70,бензин,АКПП,передний,276,260000,,0,0,1,0,0
4280,Toyota,RAV4,AT 4WD Executive,2005,2.0,150,бензин,АКПП,4WD,288,710000,,0,0,1,0,0
4281,Honda,CR-Z,Alpha,2010,1.5,114,гибрид,механика,передний,151,650000,,0,1,0,0,0
4282,SsangYong,Actyon, AT 4WD Premium,2011,2.0,175,дизель,АКПП,4WD,150,550000,,0,0,0,0,0
4283,Mitsubishi,Delica,,1989,2.5,85,дизель,механика,4WD,100,70000,,0,0,0,0,0
4284,Toyota,Land Cruiser,TD AT Люкс (7 мест),2015,4.5,235,дизель,АКПП,4WD,197,4500000,,0,0,1,0,0
4285,Toyota,Aqua,Crossover,2018,1.5,74,гибрид,вариатор,передний,64,850000,,0,0,0,0,0
4286,Toyota,Land Cruiser Prado,TX 5 seat 4WD,2017,2.7,163,бензин,АКПП,4WD,59,3190000,,0,1,0,0,0
4287,Toyota,Wish,S Monotone,2014,1.8,143,бензин,вариатор,передний,80,1340000,,0,0,1,0,0
4288,Lexus,LS460L,AT,2007,4.6,380,бензин,АКПП,задний,115,1300000,,0,0,1,0,0
4289,Toyota,Prius Alpha,S 5 seater,2014,1.8,99,гибрид,вариатор,передний,140,1150000,,0,0,1,0,0
4290,Nissan,Serena,Highway star,2003,2.0,147,бензин,вариатор,передний,95,535000,,0,0,1,0,0
4291,Nissan,Skyline,200GT-t,2014,2.0,211,бензин,АКПП,задний,149,1575000,,0,0,0,0,0
4292,Lexus,RX400h, CVT H,2007,3.3,211,гибрид,вариатор,4WD,300,1370000,,0,0,1,0,0
4293,Lexus,RX400h,,2005,3.3,272,гибрид,автомат,4WD,262,1170000,,0,0,1,0,0
4294,Toyota,Chaser,Avante,1995,2.0,135,бензин,АКПП,задний,255,250000,,0,0,1,0,0
4295,Honda,Shuttle,Hybrid X,2015,1.5,110,гибрид,робот,передний,116,1065000,,0,0,1,0,0
4296,Honda,Orthia,GX,1998,1.8,140,бензин,механика,передний,248,230000,,1,0,0,0,0
4297,Infiniti,QX56,QX56 Hi-tech 7-местный,2010,5.6,405,бензин,АКПП,4WD,168,1750000,,0,1,0,0,0
4298,Toyota,Prius,G touring selection,2011,1.8,99,гибрид,вариатор,передний,140,1010000,,0,0,1,0,0
4299,Mitsubishi,Delica,Chamonix aero roof 7-Seater,2007,3.0,185,бензин,АКПП,4WD,160,1425000,,0,0,0,0,0
4300,Honda,Freed,G Just Selection+ (7-Seater),2013,1.5,118,бензин,вариатор,передний,108,923000,,0,0,1,0,0
4301,Toyota,Carina,,1988,1.5,94,бензин,АКПП,передний,99,385000,,1,0,0,0,0
4302,Toyota,Mark X,250G relax selection black limited,2012,2.5,203,бензин,АКПП,задний,100,1685000,,0,0,0,0,0
4303,Lexus,GS300,AT,2005,3.0,249,бензин,АКПП,задний,225,1150000,,0,0,0,0,0
4304,Honda,Freed,flex,2010,1.5,118,бензин,вариатор,передний,112,795000,,0,0,1,0,0
4305,Mitsubishi,Montero Sport,AT 4WD ES,2000,3.0,177,бензин,АКПП,4WD,100,450000,,0,0,0,0,0
4306,Toyota,Prius,A Premium,2019,1.8,98,гибрид,вариатор,передний,23,1710000,,0,0,1,0,0
4307,Toyota,Wish,,2012,1.8,143,бензин,вариатор,передний,148,995000,,0,1,0,0,0
4308,Toyota,Hilux Surf,T SSR-G,1996,3.0,130,дизель,АКПП,4WD,194,985000,,1,0,0,0,0
4309,Honda,Fit,,2007,1.3,86,бензин,вариатор,передний,240,455000,,0,0,1,0,0
4310,Toyota,Starlet,,1990,1.3,82,бензин,АКПП,передний,170,130000,,0,0,0,0,0
4311,Toyota,Passo,,2009,1.0,71,бензин,АКПП,передний,153,460000,,0,0,1,0,0
4312,Toyota,Allion,,2008,1.5,110,бензин,вариатор,передний,150,795000,,0,0,1,0,0
4313,Lexus,RX350,,2008,3.5,277,бензин,АКПП,4WD,180,1450000,,0,0,1,0,0
4314,Toyota,Corolla Fielder,Hybrid G,2017,1.5,74,гибрид,вариатор,передний,113,1050000,,0,1,0,0,0
4315,Лада,2101,MT 21011,1986,1.3,64,бензин,механика,задний,333,55000,,0,1,0,0,0
4316,Mitsubishi,Lancer,MX limited,1991,1.5,115,бензин,АКПП,передний,233,150000,,0,0,0,0,0
4317,Lexus,NX200,CVT AWD Luxury,2016,2.0,150,бензин,вариатор,4WD,42,2900000,,0,0,1,0,0
4318,Nissan,Note,Medalist,2013,1.2,98,бензин,вариатор,передний,95,680000,,0,0,1,0,0
4319,Toyota,Hilux Surf,,1999,2.7,150,бензин,АКПП,4WD,260,1050000,,1,0,0,0,0
4320,Toyota,RAV4,CVT Престиж,2010,2.0,158,бензин,вариатор,4WD,164,1050000,,0,1,0,0,0
4321,Honda,Fit Shuttle,Cool Edition,2014,1.3,88,гибрид,вариатор,передний,143,785000,,0,0,1,0,0
4322,Toyota,Passo,X,2010,1.0,69,бензин,вариатор,передний,200,450000,,0,0,1,0,0
4323,Toyota,Hilux Surf,,1988,3.0,140,дизель,автомат,4WD,1,600000,,0,0,0,0,0
4324,Daihatsu,Naked,,2002,0.7,64,бензин,АКПП,передний,200,220000,,0,0,0,0,0
4325,Toyota,Mark II,Tourer S,1996,2.5,180,бензин,АКПП,задний,1,120000,,0,0,0,0,0
4326,Toyota,Ractis,G,2012,1.5,109,бензин,вариатор,передний,72,880000,,0,0,1,0,0
4327,Лада,4x4 2121 Нива,MT,2002,1.7,79,бензин,механика,4WD,250,210000,,0,0,1,0,0
4328,Toyota,Mark II,Grande G,1997,2.5,200,бензин,АКПП,задний,200,387000,,0,0,0,1,0
4329,Toyota,Prius Alpha,,2014,1.8,99,гибрид,вариатор,передний,191,990000,,0,1,0,0,0
4330,Honda,Fit,Hybrid S Package,2016,1.5,110,гибрид,робот,передний,77,888887,,0,0,1,0,0
4331,Toyota,Corolla,touring wagon G touring,2000,1.5,100,бензин,АКПП,передний,200,265000,,0,0,1,0,0
